Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Tax
Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148,170,5,0.45,18.5
Maruti Swift VXI BSIII,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298,88.2,5,63.92,2.4
Maruti Baleno Alpha 1.3,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248,74,5,42.7,6.5
Hyundai Santro Xing GL Plus LPG,Hyderabad,2014,56000,LPG,Manual,First,13.45,1086,62.1,5,78.69,3.2
Maruti Celerio VXI AT,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998,67.04,5,50.78,3.99
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,64394,Diesel,Manual,First,22.7,1498,89.84,5,13.81,5.45
Tata Manza Aura Quadrajet,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248,90,5,44.43,2.7
Honda Jazz 1.5 SV i DTEC,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498,98.6,5,11.52,6.25
Mahindra XUV500 W8 2WD,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179,140,7,4.59,13.28
Nissan Micra Diesel XV Premium,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461,63.1,5,6.67,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143,167.62,5,91.59,39.51
Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,2010,127510,Diesel,Manual,Second,19,1248,90,5,19.61,1.4
Maruti Swift VDI,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248,74,5,97.75,3.5
Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197,85.8,5,76.58,3.78
Tata Indigo eCS LS (TDI) BS-III,Pune,2015,83000,Diesel,Manual,First,19.09,1405,69.01,5,63.09,2.7
Honda Amaze S i-Dtech,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498,98.6,5,34.85,3.2
Maruti Swift VXI BSIV,Delhi,2016,30000,Petrol,Manual,First,20.4,1197,81.8,5,51.63,5
Maruti Ertiga ZDI,Chennai,2012,40000,Diesel,Manual,First,20.77,1248,88.8,7,93.87,7
Hyundai Grand i10 Era,Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197,82,5,56.53,2.85
Nissan Micra Active XV,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198,67.04,5,4.98,4.25
Hyundai Grand i10 Asta Option,Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197,82,5,90.76,4.9
Jeep Compass 2.0 Sport,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956,170,5,2.97,16.9
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2014,62000,Diesel,Manual,Second,22.07,1199,73.9,5,34.91,4.25
Honda Amaze S AT i-Vtech,Pune,2015,42023,Petrol,Automatic,First,15.5,1198,86.7,5,11.64,4.34
BMW X3 xDrive20d Advantage Edition,Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995,184,5,38.62,17
BMW 3 Series 320d Luxury Line,Kochi,2017,55389,Diesel,Automatic,First,18.88,1995,184,5,92.4,28.45
Honda City V AT,Kochi,2014,46728,Petrol,Automatic,First,15.6,1497,116.3,5,88.88,6.15
Mahindra Ssangyong Rexton RX5,Kochi,2014,58995,Diesel,Manual,First,12.83,2696,162,7,12.69,9.25
Maruti Swift Dzire LDI,Delhi,2015,37857,Diesel,Manual,First,26.59,1248,74,5,39.3,4.85
Maruti Swift VDI BSIV,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248,74,5,63.99,4.8
Honda Brio S Option MT,Pune,2012,49024,Petrol,Manual,First,18.4,1198,86.8,5,93.57,2.3
Hyundai Grand i10 Sportz,Mumbai,2016,10770,Petrol,Manual,First,18.9,1197,82,5,47.37,4.75
Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,Diesel,Manual,First,22.95,1248,74,5,36.76,5
Hyundai EON Era Plus,Jaipur,2015,91000,Petrol,Manual,First,21.1,814,55.2,5,61.29,2.5
Hyundai i20 1.2 Spotz,Mumbai,2017,14000,Petrol,Manual,First,18.6,1197,81.83,5,61.64,5.95
Volvo S60 D4 KINETIC,Delhi,2014,48000,Diesel,Automatic,Second,9,1984,181,5,16.81,16
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,75136,Diesel,Manual,First,22.7,1498,89.84,5,31.27,6.15
Maruti Ritz VXI,Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197,85.8,5,26.53,4.05
Hyundai i20 1.4 CRDi Magna,Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396,90,5,59.55,3.1
Maruti Dzire VXI,Hyderabad,2013,34900,Petrol,Manual,First,22,1197,81.8,5,9.57,5.49
Porsche Panamera 2010 2013 4S,Coimbatore,2010,42400,Petrol,Automatic,Third,8,4806,394.3,4,19.91,42.91
Maruti Swift VDi BSIII W/ ABS,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248,75,5,72.53,5.7
Honda Brio S MT,Kolkata,2014,35000,Petrol,Manual,First,19.4,1198,86.8,5,30.13,2.85
Chevrolet Beat LS,Bangalore,2012,37000,Petrol,Manual,Second,18.6,1199,79.4,5,63.62,2.35
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32807,Petrol,Automatic,First,13,1591,121.3,5,77.83,14.76
Honda City ZX GXi,Pune,2008,119000,Petrol,Manual,Second,17.7,1497,78,5,17.42,2.25
Maruti Ritz LXi,Mumbai,2016,12000,Petrol,Manual,First,18.5,1197,85.8,5,49.7,3.65
Ford EcoSport 1.5 TDCi Trend,Delhi,2016,46727,Diesel,Manual,First,22.77,1498,98.59,5,52.42,7.25
BMW 3 Series 320d,Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995,170,5,27.9,10.69
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591,121.3,5,46.04,5.5
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494,102,8,72.93,5.1
Maruti Wagon R LXI,Mumbai,2014,25422,Petrol,Manual,First,22.5,998,67.04,5,35.92,3.25
Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248,88.5,7,50.91,9.25
Maruti Alto LXi BSIII,Hyderabad,2008,66000,Petrol,Manual,First,19.7,796,46.3,5,46.27,1.7
Maruti A-Star Vxi,Kochi,2010,55324,Petrol,Manual,First,19,998,66.1,5,29.07,2.87
BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,First,11,2993,235,5,16.6,17.75
Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198,82,5,1.13,4.5
Hyundai i10 Magna AT,Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197,80,5,15.55,2.95
Honda Civic 2006-2010 1.8 S AT,Pune,2007,93000,Petrol,Automatic,Second,12.9,1799,130,5,40.52,2.6
Hyundai i10 Sportz 1.2,Hyderabad,2010,50000,Petrol,Manual,First,20.36,1197,78.9,5,18.9,3
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,2014,78616,Diesel,Automatic,Second,14.84,2143,170,5,97.4,15.5
Toyota Etios G,Pune,2011,37000,Petrol,Manual,First,17.6,1496,88.73,5,44.91,2.8
Honda City 1.5 E MT,Kolkata,2010,54801,Petrol,Manual,First,17,1497,118,5,52.32,2.5
Maruti Swift Dzire VDI,Bangalore,2014,29000,Diesel,Manual,First,23.4,1248,74,5,20.98,5.75
Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,22,1197,81.8,5,19.66,2.8
Hyundai Verna 1.6 EX VTVT,Kolkata,2014,58000,Petrol,Manual,First,17.01,1591,121.3,5,10.39,4.59
Maruti Ritz VDi,Pune,2012,64290,Diesel,Manual,First,23.2,1248,73.94,5,29.83,3.65
Toyota Fortuner 4x2 Manual,Mumbai,2015,31000,Diesel,Manual,First,13,2982,168.5,7,36.21,19.85
Jeep Compass 2.0 Limited,Pune,2018,16039,Diesel,Manual,First,17.1,1956,170,5,3.96,18.5
Hyundai i20 Asta Option 1.2,Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197,81.83,5,14.83,6.95
Maruti Wagon R LXI CNG,Delhi,2014,48500,CNG,Manual,Second,26.6,998,58.16,5,17.96,2.85
Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,2012,75391,Diesel,Manual,First,13.93,2179,138,7,38.97,3.75
Maruti Swift Dzire LDi,Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248,73.9,5,36.85,2.3
Tata Indigo eCS eLS BS IV,Kolkata,2016,78000,Diesel,Manual,First,25,1396,69.01,5,52.93,2.3
Maruti Swift LDI,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248,74,5,14.6,5.95
Maruti Celerio VXI AT,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998,67.04,5,47.74,3.49
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,19254,Diesel,Automatic,First,14.69,2993,258,5,39.2,47.7
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,29651,Petrol,Manual,First,16.47,1198,74,5,54.57,6.43
Tata Safari DICOR 2.2 LX 4x2,Bangalore,2011,80000,Diesel,Manual,First,13.93,2179,138.03,7,35.93,4.5
Mini Cooper S Carbon Edition,Kolkata,2018,2971,Petrol,Automatic,First,13.6,1598,181,4,19.46,39.75
Ford Figo Petrol Titanium,Kolkata,2015,21400,Petrol,Manual,First,15.6,1196,70,5,42.55,4
Honda City i DTEC V,Ahmedabad,2015,77000,Diesel,Manual,First,26,1498,98.6,5,98.73,6.98
Hyundai Tucson CRDi,Delhi,2006,80000,Diesel,Manual,Second,12.6,1991,112,7,34.6,1.75
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2013,81755,Diesel,Manual,First,20,1968,108.5,5,66.1,4.75
Toyota Fortuner 3.0 Diesel,Hyderabad,2016,99593,Diesel,Manual,First,11.5,2982,171,7,85.97,23.5
Hyundai Verna 1.6 SX,Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582,126.32,5,86.24,7.49
Mahindra XUV500 W6 2WD,Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179,140,7,87.46,10.85
Renault KWID RXT,Mumbai,2017,24000,Petrol,Manual,First,25.17,799,53.3,5,22.62,3.5
Hyundai i20 Asta 1.2,Bangalore,2015,39000,Petrol,Manual,Second,18.6,1197,81.83,5,53.26,6.3
Honda City V AT,Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497,116.3,5,4.16,6.75
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,61108,Diesel,Automatic,First,10.91,3198,197,7,9.46,28.88
Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,61648,Petrol,Automatic,First,13.7,1798,157.75,5,39.34,14.23
BMW 3 Series 320d Sport,Mumbai,2012,37000,Diesel,Automatic,Third,22.69,1995,190,5,4.75,15
Maruti Ertiga VXI CNG,Mumbai,2013,53000,CNG,Manual,First,22.8,1373,80.9,7,57.82,5.8
Maruti Ritz LDi,Jaipur,2013,65000,Diesel,Manual,First,23.2,1248,73.94,5,10.66,3.75
Hyundai Santro Xing XP,Jaipur,2005,120000,Petrol,Manual,First,0,1086,null,5,53.53,1.15
Toyota Fortuner 3.0 Diesel,Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982,171,7,15.87,12.75
Maruti Swift Lxi BSIII,Mumbai,2009,53001,Petrol,Manual,First,16.1,1298,88.2,5,55.62,1.95
Tata Tigor 1.2 Revotron XT,Mumbai,2018,22345,Petrol,Manual,First,20.3,1199,84,5,85.09,4.95
Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,18,1497,117.3,5,21.09,8.25
BMW 3 Series 320d,Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995,170,5,69.56,20.99
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143,203,5,94.56,17.5
Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4,1248,74,5,99.69,5.36
Maruti Ertiga VXI,Delhi,2014,17585,Petrol,Manual,First,16.02,1373,93.7,7,92.18,6.35
Hyundai Verna 1.6 VTVT,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591,121.3,5,40,2.95
Land Rover Discovery Sport TD4 HSE,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179,147.5,5,75.77,55.7
Hyundai Santro Xing GL,Kolkata,2009,60170,Petrol,Manual,First,0,1086,62,5,64.54,1.15
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143,167.62,5,10.3,37.5
Hyundai i10 Magna 1.2,Kochi,2017,49045,Petrol,Manual,First,20.36,1197,78.9,5,50.26,4.07
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5,93.71,2.99
Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5,46.12,7.9
Renault Duster 85PS Diesel RxL,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461,83.8,5,32.36,7.49
Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000,Diesel,Manual,First,18,1248,75,5,92.92,1.1
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2016,16000,Diesel,Automatic,First,11.3,2987,254.8,7,70.53,56
Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186,73.97,5,44.99,3.5
Hyundai Verna CRDi SX ABS,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493,110,5,29.95,3
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591,121.3,5,29.53,6.1
Ford Figo Petrol ZXI,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196,70,5,12.7,2.25
Maruti Swift VDI Optional,Chennai,2016,38000,Diesel,Manual,First,25.2,1248,74,5,6.6,5.95
Renault Pulse RxL,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461,63.12,5,59.14,4.95
Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198,74,5,47.65,5.49
BMW 3 Series 320d Luxury Line,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995,190,5,35.83,6.67
Skoda Rapid 1.6 MPI Active,Ahmedabad,2015,20765,Petrol,Manual,First,15,1598,103.52,5,56.7,6.25
Hyundai Santro GS,Ahmedabad,2005,58000,Petrol,Manual,Second,0,999,null,5,83.54,1.51
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967,241.4,7,19.78,34.88
Maruti Ciaz VDi Plus,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248,88.5,5,43.71,6.9
Honda City i DTEC VX,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498,98.6,5,25.83,5.99
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498,272,5,48.21,10.4
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,Diesel,Automatic,First,14.57,2967,241.38,5,3.37,29
Mahindra Xylo H4,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7,81.25,5.85
Honda City 1.5 EXI AT,Kochi,2006,99583,Petrol,Automatic,Third,12,1493,100,5,10.92,2.21
Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586,103.3,5,58.2,2.4
Toyota Corolla Altis G,Pune,2009,70000,Petrol,Manual,Third,14.53,1798,138.1,5,76.46,3
Volkswagen Vento Petrol Highline AT,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598,103.6,5,3.49,3.75
Hyundai EON Era Plus,Pune,2015,66510,Petrol,Manual,First,21.1,814,55.2,5,30.24,2.95
Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,Diesel,Manual,First,20,1968,108.5,5,72.69,5.8
Maruti Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248,74,5,73.43,4.9
Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798,138.03,5,59.02,16.95
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494,100,8,42.05,12.5
Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047,69,5,37.68,5
Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598,103.52,5,55.46,4.68
Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198,197,7,99.9,29.8
Renault KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.17,799,53.3,5,98.25,3.46
Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,Diesel,Manual,First,23,1396,90,5,39.59,4
Skoda Laura Ambiente,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896,106,5,84.91,4.5
Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,Diesel,Manual,First,21.43,1364,87.2,5,28.92,5.87
Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,Diesel,Manual,First,15.4,2179,120,8,3.2,9.5
Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968,174.3,5,63.37,32.5
Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248,73.8,8,81.02,3.88
BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995,190,5,99.15,13.08
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,Diesel,Manual,First,21.64,1461,84.8,5,52.77,3.5
Honda Accord 2.4 MT,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354,177.6,5,70.21,3.5
Hyundai Verna CRDi,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493,110,5,87.72,4.45
Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,Manual,First,16.8,796,34.2,8,28.9,2.35
Honda City i VTEC SV,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497,117.3,5,89.03,5
Audi A7 2011-2015 Sportback,Kolkata,2012,24720,Diesel,Automatic,Second,0,2967,241.4,5,18.04,28
Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388,68,5,63.34,2
Hyundai i20 1.4 Asta,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396,88.73,5,66.72,6.35
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,Diesel,Automatic,First,13,2143,201.1,5,34.98,24.63
Maruti Wagon R LXI CNG,Pune,2012,92000,CNG,Manual,Second,26.2,998,58.2,5,34.14,3
Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,Diesel,Manual,First,22.77,1498,98.59,5,68.74,7.9
Hyundai i20 1.2 Magna,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197,80,5,41.83,3.25
Honda City i VTEC V,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497,117.3,5,5.36,8.25
Nissan Micra Diesel XV,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461,63.1,5,36.02,2.85
Ford Figo Diesel EXI,Pune,2010,129986,Diesel,Manual,Second,20,1399,68,5,11.1,3.2
Nissan Micra XL,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198,75,5,19.04,1.75
Maruti Swift VDI BSIV,Kolkata,2013,41300,Diesel,Manual,First,17.8,1248,null,5,97.4,3.38
Honda Accord 2.4 MT,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354,177.6,5,95.37,5.75
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798,157.75,5,92.41,4.7
Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,Petrol,Manual,First,14,796,35,5,84.65,2.9
Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396,88.8,5,23.12,4.25
Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582,126.2,5,3.28,14.5
Maruti Swift VDI BSIV,Kochi,2016,45725,Diesel,Manual,First,25.2,1248,74,5,71.16,5.34
Maruti Swift LDI BSIV,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248,74,5,78.9,3.85
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494,102,8,29.32,8.5
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120,71,5,81.94,4.2
Maruti Ertiga Paseo VDI,Delhi,2016,67000,Diesel,Manual,First,20.77,1248,88.7,7,28.55,6.75
Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198,197.2,7,34.94,26
Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396,88.73,5,33.18,8.61
Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,Petrol,Manual,First,19,998,67.1,5,15.45,1.46
Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248,73.9,5,62.11,2.8
Maruti Alto K10 LXI CNG Optional,Kochi,2018,44202,CNG,Manual,First,32.26,998,58.2,4,96,4
Honda City 1.5 S MT,Mumbai,2014,58000,Petrol,Manual,First,17,1497,118,5,62.23,5.47
Maruti Swift Dzire ZXi,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298,85.8,5,77.4,2.45
BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995,184,5,98.82,21.5
Tata Manza Aqua Safire,Mumbai,2010,41195,Petrol,Manual,First,15,1368,90,5,98.65,1.38
Mahindra XUV500 W10 2WD,Chennai,2016,89000,Diesel,Manual,First,16,2179,140,7,45.03,13.5
Hyundai i10 Sportz AT,Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197,78.9,5,25.9,3.1
Maruti Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,21.4,1197,83.1,5,48.35,5.49
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3,1248,88.5,5,46.62,9.51
Ford Figo Petrol ZXI,Mumbai,2012,23152,Petrol,Manual,First,15.6,1196,70.02,5,15.34,2.39
Maruti Wagon R CNG LXI,Delhi,2014,74663,CNG,Manual,First,33.54,998,67.04,5,12.65,3.25
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197,103.5,5,20.13,5.65
Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489,93.7,7,34.46,1.85
Porsche Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995,340,5,76.73,2.02
Maruti Swift Dzire VDi,Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248,73.9,5,46.28,5.8
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199,74,5,63,6.9
Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591,121.3,5,90.78,5.35
Hyundai i10 Era 1.1,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086,68.05,5,85.57,2.85
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,Diesel,Automatic,First,13,2143,204,5,82.74,22.75
Maruti Zen LXI,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993,60,5,24.63,0.45
Hyundai i10 Sportz,Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197,78.9,5,70.64,4.64
Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498,98.6,5,30.48,5.27
Tata Safari Storme VX,Jaipur,2016,36000,Diesel,Manual,First,14.1,2179,148,7,55.85,10
Honda Brio 1.2 S MT,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5,83.02,3.95
Hyundai i20 Asta,Kochi,2010,30754,Petrol,Manual,First,17,1197,80,5,70.46,3.38
Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,Petrol,Manual,First,14.69,1390,120.33,5,3.41,16.8
Honda Jazz Select Edition,Kolkata,2010,45000,Petrol,Manual,First,16.7,1198,88.8,5,0.9,1.99
Hyundai Grand i10 Sportz,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197,82,5,1.23,5.84
Jaguar XF Diesel,Coimbatore,2016,55115,Diesel,Automatic,First,14.74,2993,270.9,5,24.29,36.15
Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,Diesel,Automatic,First,16.36,2179,187.7,5,34.09,25.7
Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,Diesel,Manual,First,16,2179,140,7,22.58,9.24
Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,Diesel,Manual,First,22.7,1598,118,5,63.39,7.65
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,Diesel,Automatic,First,17.11,1968,174.33,5,90,25.31
Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,Diesel,Manual,First,19.01,1461,108.45,5,62.29,4.75
Maruti Swift Dzire VXI,Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197,85.8,5,44.29,6.69
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,Manual,First,16.47,1198,73.9,5,31.09,3.1
Maruti Omni 8 Seater BSII,Jaipur,2012,65000,Petrol,Manual,First,19.7,796,35,8,46.72,1.55
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5,70.83,6.84
Tata Nano Twist XT,Hyderabad,2014,16810,Petrol,Manual,First,25.4,624,37.5,4,46.38,1.6
Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5,28.1,21.73
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198,74,5,85.2,4.75
Maruti Alto 800 LXI,Chennai,2015,63714,Petrol,Manual,First,22.74,796,47.3,5,65.16,2.45
Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5,82.69,31.55
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5,3.88,10.25
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198,158,7,65.47,27.36
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499,110,5,6.97,6.5
Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,First,18.9,1197,82,5,39.45,4.25
Chevrolet Sail 1.2 LS,Mumbai,2014,10000,Petrol,Manual,First,18.2,1199,82.4,5,79.16,5.5
Maruti Swift Dzire LXI,Kolkata,2015,107000,Petrol,Manual,First,20.85,1197,83.14,5,53.53,4
